,imagename,captions
1342,troll_129.jpg,THALAIVAR'S REACTION    IINIMEL 'MY REACTION' POST ENGIYAAVADHU PAATHEN BADAVAA SORI NAAYA VITTU KADIKKA VECHURUVEN....
1343,troll_1290.jpg,DURING PHOTO SHOOT     *CAMERA MAN : SIR THOONGITAN SIR
1344,troll_1292.jpg,"UNNA PAARKKUM BODHU ""CANDYCRUSH"" MADHIRI NERUNGIYA EN IDHAYAM    UN ""ANNANAI"" PAARTHATHUM ""TEMPLE RUN "" MADHIRI OODA AARAMICHURUCHU"
1345,troll_1293.jpg,PUKKADIYIL PUVELLAM THIRDHHUDUCHU IDHA AANGILATHIL SOLLUDA...   GAALI FLOWER SIR......
1346,troll_1294.jpg,NANBARGAL TOUR CANCLE AAGURADHUKKU RENDE KAARANAM DHAN...   1. AVAN VANDHA NA VARALA  2. AVAN VARALAINA NAN VARALA....
1347,troll_1295.jpg,YEPPADI IRUNDHA NAAN..    EPPADI AAYETTEN....!! 
1348,troll_1296.png,BUUUDGRT 2014 - COSMETIC PRODUCTS & TOBACCO PRODUCTS WILL BECOME COSTLIER  NALAVELLA SARRAKKU VELA ETHAMA VITTANGA
1349,troll_1297.jpg,SO LOVE.. NAMMAKITTA ADHUVAA VARANUM ..!! NAMALA POTTU THAAKANUM...!! THALAGELLA POTTU THIRUPANUM....!!
1350,troll_1298.jpg,*SOMEGIRLS : MY LIFE...MY RULES...    *SOMEONE : ADA NEE VERA ENMA...KNJM SUMA IRUMA...
1351,troll_1299.jpg,"*PASSENGERS : ANDHA PAYYANA THOOKIKITTU POAIRUKALAAMLA, ADHA VITTU BUS AH PUDUCHU NIRUTHI, ROAD AH ODACHU UNAKKU YAEN INDHA KOLAVERI"
1352,troll_13.png,ITHUKU MODHALLAYE ANDHA KATTA VANDIYA IDICHU THALLITU POIRKALAMEA
1353,troll_130.jpg,JOIN THE PICTURES CLUE AND GUESS THE AREA NAMES IN COIMBATORE..
1354,troll_1300.jpg,*UPS:   UOLALAI OOLIKA THIMKAVUKU OOTTU PODUNGA..    *    YENNADHU NEENGA UOLALAI OLIKKA PORINGALAA..   *UPS : KALAIKKADHINGA.. APPURAM BJP VANDHUDUM.!
1355,troll_1301.jpg,*   900 ADI VARAI KILARAINGIYA CHENNAI SUTRUPURA NIER MATTAM      *  IDHA ORU SAADHARANA SEITHINU KADANDHUPONANA NEE DHAN DA MUDHAL MUTTAL
1356,troll_1302.jpg,PONA VARUSHAM VEYILUKKU MUNJI AADHAR CARDLA ULLA MADHIRI MAARUCHU..  INDHAVARUSHAM ADIKKIRA VEYILUKKU MUNJI AADHAR CARD XEROXLA ULLA MAADHIRI MAARIDUM POLA.....
1357,troll_1303.jpg,THAVARI VILUNDHA VIDHAIYE MULAIKKUM BODHU THADUMAARI VILUNDHA NAM VALKAI MATTUM SERAKKADHA? NAMBIKKAIYODU YELUVOM
1358,troll_1304.jpg,#VIEWERS : EPPO PAATHALUM ETHAVTHU SOLLI AZHUTHU ATHA SAAKU NU PONNUGALAIUM KATTI PUDIKIRAN
1359,troll_1305.jpg,*ME : HELLO...    *MY EX : SOLLUNGA...YAARU !?      *ME : NEENGA VERUM EX AH ILLA XNXX AH !?
1360,troll_1306.jpg,WHEN ANYONE REPLIED 'NO PROBLEM' WHEN WE SAID 'THANKS'      * YEN DA THANKS SONNA WELCOME THANA DA SOLVANGA..      * ADHAN BOSS CORPORATE CULTURE
1361,troll_1307.jpg,NA INTHA TEACHER KITA DHAN COACHING CLASS POVEN
1362,troll_1308.png,TEACHERS NEED NOT BE IN CLASSROOMS TO TEACH US THINGS      FOR EX: THIS TEACHER TAUGHT US THE POWER OF MURUNGAKKA
1363,troll_1309.jpg,PATUPONA PANAI MARATHIN UTCHIYIL THULIRTHADHU ARASA YILAI CHEDI    UBAYAM - PARAVAIYIN YECHAM
1364,troll_131.jpg,SUNDAR C GETS READY FOR ARANMANAI 3
1365,troll_1310.jpg,*DIRECTOR OF THE MOVIE : IDHAN THAMBI SITUATION ... INDHA SITUATIONKU YETHA MAADHIRI ORU SUPER LYRICS YELUTHI TUNE POTTU KUDUNGA...     *HIP HOP TAMIZHA : PADAM PER YENNA...? 
1366,troll_1311.jpg,VOTE POTU 2 MINUTES KUDA AAGALA! ATHUKULA FB LA FINGER PHOTO VA POTUTA?!    2 SECONDS LAYE POTURUPAN! INK KAYANUMEY NU WAIT PANUNAN!
1367,troll_1312.jpg,WHEN MY FFRIEND TAKES OFF HIS SPECS    *ME : MACHAN DEI NEEYA? ADAIYALAME THERIYALA
1368,troll_1313.jpg,*JIO : THU...... NAAYAE NEE INDIA'S NO.1 FASTEST 4G NETWORK AH DA !
1369,troll_1314.jpg,NAAN INI UNGAL SOTHU ; YENNAI YEPPADI VENNUMO APPADI PAYANPADUTHI KOLLUNGAL     *FRND : MACHI SHRUTHI UNAKKU AKSHARA ENNAKKU
1370,troll_1315.jpg,KADHALITHAL KAVIDHAI VARUM...    KADHALLIKIRAN KUDA IRUNDHA KADUPPU DHAN VARUM..
1371,troll_1316.jpg,TORCH
1372,troll_1317.jpg,IN MEW MILK BIKIS AD    *PPL :  NEE BISCUIT POTATHUM PONGAL PONGIDUCHI.... APPADITHAANA...
1373,troll_1318.jpg,WHILE GIVING POSE FOR PHOTO *OTHER GIRLS     *GIRL BESTIE
1374,troll_1319.jpg,THINGS YOU WILL NEVER SEE IN YOUR LIFE        YENNAI NOKKI PAAYUM THOTTA
1375,troll_132.png,*LECTURER : DEEI EXAM APDI PANNA ? QUESTION PAPER EASY AAH? TUFF AAH?  #STUDENT : EXAM AVLO NALLA PANNA'NU SOLLA MUDIYADHU AVLO NALLA PANNALA'NU SOLLA MUDIYADHU  ..... QUESTION AVLO TUFF NU SOLLA MUDIYADHU AVLO EASY'NU SOLLA MUDIYADHU SIR
1376,troll_1320.jpg,*MAKEUP SHOP OWNER : SIR YENGA KADAILA ERUNDHA YELLA MAKEUP STTUM KAANOM SIR
1377,troll_1321.jpg,*KARTHI : PATHU VARUSHAM JAILLUKKU PONADHUDHAN SIR THERIYUM .. PORADHUKKU MUNNADI YENNA PANNEN NU THERIYADHULA      *NAREN : SOLLAMA EPPADI THERIYUM 
1378,troll_1322.jpg,"ANNE , VAALA PUDIKKALA NAE   VAALA PIDIKKALANA THENNA MARAM VAIKKA VENDIYADHU DHAN ...DA"
1379,troll_1323.jpg,SPEAKS ENGLISH IN TAMIL    SPEAKS TAMIL IN ENGLISH
1380,troll_1324.jpg,~IN SURF EXCEL AD~    AMMA IVAN EN 10 RUBA NOTTA KAAPPATHITTAN        AANA SATTAILA IVVALAVU KARAI      10 RUBA SURF EXCEL LA YELLAM SARIYAGIDUM       IDHUKKU ANDHA  10 RUBHAI YEDUTHURUKKAVE VENNAME
1381,troll_1325.jpg,"PERSONAL LOAN VANGI EMI KATTURA MAKKALUKKU MATTUM THERIYUM..  SALARI SLIPIL IRUKKUM SAMBHALAMMUM , BANK ACCOUNTIL IRUKKUM SAMBALAMUM VERU VERU YENDRU..."
1382,troll_1326.jpg,MEERA I LOVE YOU MEERA VA KALYANAM PANIKALAM     AAAA PILLA SETHU POI 6 MAASAM AGUDHU RA
1383,troll_1327.jpg,DAI ITHU PERIYA HOTEL DA MANATHA VANGIRATHINGA DA      ANNAN ORU KALAKI    UNGALALA INTHA HOTEL KU KUPTU VANTHAN LA EN PUTHIYA SERUPALAYE ADIKANUM
1384,troll_1328.jpg,INDHIRAN KETTADHU PENNAALE ANDHA SANDHIRAN KETTADHU PENNAALE...    AANA NAAMA KETTADHU INDHA CELLALE...
1385,troll_1329.jpg,"NEENGA PHOTO KU CUTE'AH POSE THARANTU KEVALAMA VAAYA VACHIRUPIGA ATHALA PAAKKUM BOTHU, WHATSAPP'AH UNINSTALL PANNITU ENGAYAVUTHU POIDALAM NU THONUTHU"
1386,troll_133.jpg,VALKAIYIL PASTETUKKU APPURAM DHAN COFFEE....! AANAAL COMPUTERIL .. COPYIKKU APPURAM DHAN PASTE....... INDHA ARIYA THATHUVATHAI UNGALUDAN PAGIRNTHU KOLVADHIL PERU MAGILCHI ADAIGIREN ...!!!   KAALAI VANAKKAMUNGA..
1387,troll_1330.jpg,*VIEWERS : UNGALA INTHA AREA MAMA NU NENACHEN..
1388,troll_1331.jpg,"EVALO NAALA INGA PICHAI YEDUKKURINGA?? PICHAI YEDUKRENNA? CHENNAILA NAALU APARTMENTKU SONDHAKAREN SIR,,, THANNI ILLAMMA KULICHU PATHU NALACHU!!!!!!"
1389,troll_1332.jpg,DEI-UN-AALUKU TICKET EDRA..?  *AVA ALREADY TICKET EDUTHATAYA..!!    ADA PAVI EMI RA IDHI PONATHU KUDA OOR AH SUTHITU IRUKKA
1390,troll_1333.jpg,AFTER SEEING SO MANY MOTHER'S DAY POSTS FROM MY FRIENDS IN FB NEWSFEED ITHU FACEBOOK ILLA.. VIKRAMAN SIR PADAM
1391,troll_1334.jpg,KANNADA 96 MOVIE      *96 FANS
1392,troll_1335.jpg,"WHEN WE LLOGIN INTO FACEBOOK   AFTER A LONG TIME    COOL..IS THIS FACEBOOK ?   SUDDENLY , WHEN WE GET A CANDY CRUSH REQUEST ! ELLAM MAARIDUCHU AANA IDHU MATTUM MAARAMA APDIYE IRUKKU!!"
1393,troll_1336.jpg,PALI VAANGA YAARU OODAMBAVADHU VENUMME..?? THELBATHRISIGHN
1394,troll_1337.jpg,WHAT A TRIPUR TEXTILE COMPANY DID WITH A MANJAPAI
1395,troll_1338.jpg,.
1396,troll_1339.jpg,NEENGA NALLA ILLANU SOLLALA .... PAAKA KONJAM YOGI BAABU MAARI IRUKINGA NU THAAN SOLDROM...
1397,troll_134.jpg,*ME (TEA LOVER) : NAMMA FOCUS FULLA SK KAILA IRUKKA TEA MELA DHAN ANNACHI
1398,troll_1340.jpg,HE ~ ORU PIC ANUPI DI?   SHE~MUDIYADHU   HE~ANBU ONNDRU THAN...... SHE~
1399,troll_1341.jpg,NIGHT THOOKAMME VARA MATTINGUDHU .. YENNU THERIYAMA ERUNDHEN.. APPURAMDHAN THERINJUDHU.... ULLATHIL NALLA ULLAM URANGADHAM.. IDHU THERIYAMMA NAAN VERA BAYANDHE POITTEN....
1400,troll_1342.jpg,80's kids way of dressing during college days        *90's kids  : andha rendu button matum edhuku potukita fulla avuthu poda vendiyadhana
1401,troll_1343.jpg,~feb 1 scenario     *str       *area kids  : Anna adhu En Biscuit na!
1402,troll_1344.jpg,ye padukkaiyilla paathi edam unnakku dhan      ava palagaiyile pathi edam tharala pesamma poviya
1403,troll_1345.jpg,*2k kids : unaku athu thevana vangituva    *90's kids : ithu la onnu kuti potta yanaku onnu tha
1404,troll_1346.jpg,*me(indian army fan) : IMRAN KHAN KU SUPPORT PANRAVAN MATTUM ILA INDHA MAARI ARMY CREDITS USE PANI VOTE VANGURA IVANUNGALUM THOGINGA THAN
1405,troll_1347.jpg,KOLAKOLAYA MUNDHIRIKA POWERSTAR ADICHA _______?  A. AVARAKA  B.BERIKA C.KATHIRIKA D.PODALAGNKA
1406,troll_1348.jpg,AMMA KU APRUM NAN THAN NU PALA PERU NENACHUTU IRUKANGA      *THONDARGAL : MANNAA...   *OPS & EPS : KEKUTHU.
1407,troll_1349.jpg,IN RAJTV @4.30PM TODAY !   *RAJTV : VAANATHAIPOLA LAYE MUKKITU ERUPENU NENACIYA? BLOCKBUSTER MUTHURAMALINGAM DAW!
1408,troll_135.jpg,10 YEARS CHALLENGE.....2008.....2018.
1409,troll_1350.jpg,INN LUNGI ADVERTISEMENT.......*WE ; NANGA YEN DA COAT POTUTU LUNGI KATTA POROM
1410,troll_1351.jpg,DAIIIII..... PHOTO EDUTHUTIYAA DA..!??
1411,troll_1352.jpg,"ENGALODA KUTTANI AADHIMIKA OODA DHAANE THAVIRA , BJPOODA ILLAI. -ANNAN ANBUMANI ...... IDHU LOVER SIR APPO ADHU YAARU AVALODA LOVER SIR"
1412,troll_1353.jpg,KARI KOLAMBU SAPIDUM BODHU PERIYA PIECES MATTIKUCHUNU AASAIYA KADIKKUM BODHU ADHU ENJIYA ERUKKUM..   ANDHA VEDHANAI ERUKKE ANDHA VEDHANAI...
1413,troll_1354.jpg,"ME; MUNNALAM ADICHA THAAN DA VARUM... IPPOLAM ADIKANUMNU NENACHALA VANTHURUTH... FRD:DEI,YANNA DA SOLRA   ME;AMA DA , SUMMA VA KOVAM VARUTHU IPPOLAM,NEE YANNA NENACHA.... HEY NEE ENNA NENACHA.."
1414,troll_1355.jpg,*MATHS TEACHER
1415,troll_1356.jpg,"*RAJINI RASIGAN : IVAN UNGALAI PAARTHU YENNAI SONNAN THERIYUMMA DEI SOLLUDA..   *SEMAAN : NALLAVANU SOLDRADHUKU PADHILA ADUTHA SUPER STARNU SOLLITTENNE!  *THALA,THALAPATHY RASEGARGAL : DEI NEE ADUTHA SUPER STARRA?    *SIMBU : ADAPAAVINGALA YENNA YENDA PUGALNTHU PESURINGA"
1416,troll_1357.jpg,NAZRIYA WHILE CELEBRATING VALANTINE'S DAY .... HEY ! EN SILKU SATTAE NEE WEIGHTU KATTAE LOVE SOTTA SOTTS TALK ME  TALK ME
1417,troll_1358.jpg,*ATLEE : PURIYALA?  *FANS : SIR ADUTHU SPORTS FILM EDUKA PORINGA ..... *ATLEE : SMART BOY
1418,troll_1359.jpg,*BIGBOSS PAITHIYAM : MACHA..BIGBOSS VEETLA EDHO PRECHANAYAM DA MODHALA UNGA VEETLA NADAKRA PRECHANAYA PARU DA
1419,troll_136.png,VADIVEL IS THE ONLY PERSON WHO TOOK VAENEER BUCKET CHALLENGE
1420,troll_1360.jpg,KULANDHAI ALARATHAIKUDA KAVANIKKAMAL YENDI SERIAL PAARTHUKITTU ERUKKA... SUMMA PURIYAMAL PESATHINGA... KULANTHAIYUM SERIAL PAARTHUTTAN ALUDHUKITTUERUKKU..
1421,troll_1361.jpg,~IN GHILLI MOVIE~  ***NE INGA DANCE AADITU IRU ANGA UN ANNAN AH MUTHU PANDI POTU THALLITU IRUKAN...
1422,troll_1362.png,WHATSAPP LAST SEEN STATUS AH HIDE PANNEN!! MATHAVANODA LAST SEEN UM HIDE AAYIDUCHU!!
1423,troll_1363.jpg,NEENGAL AALAIKKUM SANDHATHARAR THODARBHU YELLAIKKU ERUKKIRAR... HELLO SIR... MUKKIYAMANA VISHIYAM PESANUM AVARA ULLA VARASOLLUNGA.....!!
1424,troll_1364.jpg,*SIVAKARTHIKEYAN : ADEI RAAGESH UNNAI NAMBI UN PADATHULA NADICHADHUKKU UNNALA YENNAI EVALAVU DAMAGE PANNI MOKKA PANNA MUDIYUMMO ADHA NEE PANNITTA
1425,troll_1365.jpg,PHYSICS ORU TUTION....CHEMISTRY KU ORU TUTION...... MATH'S KU ORU TUTION..... ~ ENGINEERING GUYS(STUDENTS) : ITHAN TUTION POIYI PADICHA UNNAKKE VELA KEDAIKKADHAPPO  CALCULATOR KADAN VANGITTU COLLEGE PONA YENNAKKU EPDIDA VELA KEDAIKKUM NALLAERUPPADA PODA
1426,troll_1366.jpg,*DOPE GUYS : INNAIKKU KANJA ETHITTU SUMMA AADUVOM PAARU DANCE UH BAM BHOLE BAM BAM.. BAM BHOLE BAM BAM..
1427,troll_1367.jpg,RESUME : EXTRACURRICULAR ACTIVITIES : *TIK TOK *PUBG *MUSICALLY
1428,troll_1368.jpg,HHOW I WATCH THESE DIRECTORS MOVIE : MANIRATNAM.... MYSSKIN.... S.J.SURYA... VIKRAMAN... KAMAL... HARI
1429,troll_1369.jpg,"WHEN YOU REALISE THAT, TOMORROW IS MONDAY AND YOU DON'T NEED TO GO TO OFFICE/COLLEGE!"
1430,troll_137.png,WHATSAPP GROUP CONVERSATIONS AFTER CREATING THE WHATSAPP GROUP..... AFTER FEW DAYS..... HELLO YAARNA IRUKINGALA? AMAIDHIYA IRUKU... ROMBA AMAIDHIYA IRUKU
1431,troll_1370.jpg,*90'S KIDS : PLAYSCHOOL PORA VAYUSULA UNAKALAM LOVE KEKUTHU
1432,troll_1371.jpg,YENNERAMUM FACEBOOK ;A CINEMA NADIGARKAGA SANDAI POTTUTU IRUKKIYE UNNAKKUK SOORU AVANGALADA PODARANGA
1433,troll_1372.jpg,*90'S KID MEMORIES : ENNAKKU WATCH....ENNAKKKU MODHIRAM
1434,troll_1373.jpg,NIGHT LIFE IN GOA......NIGHT LIFE IN TAMILNADU(IF YOU KNOW WHAT I MEAN)
1435,troll_1374.jpg,NEENGA KUDA FIRST UH EDAPADI NU DANA NENACHINGA
1436,troll_1375.jpg,NO COMMENTS.
1437,troll_1376.jpg,~RELATIVES MARRIAGE FUNCTION : YENNAIYA THERIDHA THAMBI..?........ NALA THERIYUDHUNGA NALLA ERUKKINGALA..  YENDHA NAAYINU THERIYALA..
1438,troll_1377.png,SWISS BANK LA ACCOUNT VECHU IRUKRAVANA ELLA VITUTU LOCAL BANK LA ACCOUNT VECHU IRUKRA NAMMA KITTA IRUNDHU 20 RUPEES PUDUNGRAANGA
1439,troll_1378.png,"~NEWS : ACTRESS ONBOARD FOR LEAD ROLE... *DIRECTOR NIBBA : AVALAYE GLAMOUR SCENEKUM, LOCATION SONGS KUM THAN VACHU IRUKEN.......AVA KEAD ROLE UH"
1440,troll_1379.jpg,MY REACTION : ENGA VEETLA CURRENT VANDHUDUCHEIIIIIIIIII...
1441,troll_138.jpg,NEE TOPPER NU THERIYUM AANA EPADI MATHS PAITHIYAMMA ERUPPENU EPPA DHAN THERIDHU..
1442,troll_1380.jpg,*ENGALUKKU  VJS'ODA TAMIL DUBBING PUDIKALA    *PUDIKALANA POI ENGLISH'LA PARUNGA DA
1443,troll_1381.jpg,"MEDIA CHANNELS NOW BE LIKE.......  KOHLI 50 ADICHATHUKU FLYING KISS THARALAYAM, ANUSHKA KU FLYING KISS THARA THAAN 50 ADICHARAM"
1444,troll_1382.jpg,"#FOREIGN GIRL : YARU PAPA IDHU.... #2K KIDS : IVARU DHAN TAMILNATLAYE MIGA PERIYA SCIENTIEST ""SELLUR RAJU"""
1445,troll_1383.jpg,YENGAIYO EDIKKUDHE!   MILAGU 50 GRAM = 80 RUBHAI.. MELAGUTHUL 50 GRAM = 30 RUBHAI...!!!
1446,troll_1384.jpg,*DANUSH WARRIORS : ENPT RELEASE ANNOUNCEMENT VANTHUCHA??  *US : VANTHUCHI PA.. IPDIYE VANTHU.. APDIYE.. POSTPONE PANNITTU POIDUCHIPA
1447,troll_1385.jpg,INGA YAARULAM RAJINI SIR FANS??  NEENGA KONJAM VELIYA IRUNGA..  IPPO SOLLUNGA..
1448,troll_1386.jpg,"*ME : NETHU NIGHT UH, NEE CHICKEN AH ALLI ALLI THINNUM PODHEY NANAICHEN INNAIKKU UNAKKU VARYIRU SERI ILLAMA POGUM NNU THERIYUM"
1449,troll_1387.jpg,"#STR : ENODA 1,2 FANS ANDAAVULA PAAL ABISHEGAM PANUVANGA......  YAARU ANDHA 1,2 PERU..... #STR : MAHAT'UM VTV GANESH'UM"
1450,troll_1388.jpg,no comments
1451,troll_1389.jpg,innum en kannala enna enna Kodumaiya pakka vendiathu irruko
1452,troll_139.jpg,Petta Movie Simran &Trisha Role!!!!  En machan ne avangala pathiya machan??  Ilaye machan....
1453,troll_1390.jpg,Salary kamiya vanthu iruku.. going to suicide.   *frd : Unna veda enaku salary kamiya venthu iruku
1454,troll_1391.jpg,no comments
1455,troll_1392.jpg,"*PUBG Veriyan : Sir endha list eruka item la venum sir....  *Crackers shop owner : M416=3, KAR98K=4,S686=5,Pan=1...   enaga edhu.. knjm urgent sir nalaiki war eruku"
1456,troll_1393.jpg,yellathukkum karanam ivandhan
1457,troll_1394.jpg,no comments
1458,troll_1395.jpg,The great Indian scientist who created faceapp in the 90's.
1459,troll_1396.png,* ADHANGA MOBILE'LE INDHA VAYASU PASANGA-PONNUNGA PESIPANGALE?  * WHATSAPP? * ADHU KUDA ENNAKU USE PANNA THERIYATHUNGA!
1460,troll_1397.jpg,SSLC RESULTS- NEARLY 18000 CENTUMS IN MATHS AND SCIENCE... NEARLY 39000 CENTUMS IN SOCIAL SCIENCE THAMBI ITHU PADIKRA BOOMI INGA KOLAYA THIRANTHA THANNI VARAATHU... CENTUM UH KOTTUM
1461,troll_1398.jpg,NO COMMENTS
1462,troll_1399.jpg,Saave Vanthalum na Sagamatten di..!
1463,troll_14.jpg,*90's kids : Brylcreem potu mudi ellam kotti vazhukka vilundhu orey asingama pochu kumaru!!!
1464,troll_140.png,I HAVE A DOUBT OVER YEARS WHY THEY NEED TO WALK WHEN THEY HAVE CYCLE
1465,troll_1400.jpg,#FRND : Wow!!
1466,troll_1401.jpg,thavalai than vayal kedum THIS PROVERB PERFECTLY SUIT FOR MADHUMITHA
1467,troll_1402.png,Mottai adichitu returning from TRIPATHI...  Expectation... reality
1468,troll_1403.jpg,"*SOME LOOSU K*** : ENGA CASTE DHAN GETHU... *NEW GENERATIONS : ENDHA NAAI ADHU, VAAYA KILICHIRUVEN"
1469,troll_1404.jpg,VADI VADI CUTE PONDATTI.. AAMA EDHU EN DIALOGUE LA
1470,troll_1405.jpg,DEEPA KATCHI MAADHAVAN KATCHIVUDAN KUTTANI OPPANDHAMMADHADHU... CHITTU VIVARAM.  NEENGALLAM YAARUDA? YENGA IRUNDHUDA VARINGA?
1471,troll_1406.jpg,"ADHIGA MARK VANGI MANILATHILEYE MUDHAL MANAVANAA VANDHALUM, OMLET SAPIDANUMNU AASAIPATTALUM... MUTTAI VANGIDHAN AAGANUM..."
1472,troll_1407.jpg,*TAMILARGAL : DHIMUKA-KANG JAICHA YENGALAI AALICHIDUVANGA! KAAPATHUNGA...  *EDAPAADIYAR : KAVALAIPADADHINGA UNGALAI KAPATHA ORUTHAR VARAR!
1473,troll_1408.png,SAVE WATER
1474,troll_1409.jpg,ADMIT IT   COLLEGE PRINCIPAL AND FIRST YEAR GIRL MAKES THE BEST PAIR
1475,troll_141.jpg,"""AADHAR CARD KONDUVARA PAYAN VEETUKKU POIRUKAN. ANDHA KAPPULA ORU TEA SAPIDUKALAM"""
1476,troll_1410.jpg,"~"" PAAL PACKET LA UTHATHEENGA... AANDAVULA UTHUNGAAA""   ~ PURILA... EN THALAIVAN PLASTIC USE PANATHEENGA NNU SOLRARU!!"
1477,troll_1411.jpg,Yaarru ivan Paithiyam pudicha paatti nighty potta maari
1478,troll_1412.jpg,ivargal iruvarum oru kalathil yinaipiriya kadhalargal..
1479,troll_1413.jpg,my reaction when my mom calls me to eat UPPUMA
1480,troll_1414.jpg,*CSK HATERS : INIMEL NAANGALUM CSK TEAM DHAAN SUPPORT PANNUVOM
1481,troll_1415.jpg,after watching this ad....  Evan Vera Enna romba torture pannura da Evan ad nadikura tha nan TV pakkuratha stop pannen
1482,troll_1416.png,COMES TO SARAKU PARTY FINISHES ALL THE SNACKS
1483,troll_1417.jpg,IVANA VIDA IVAN DHAN DA ENNA ROMBA TORCHEL PANDRAN
1484,troll_1418.jpg,CLOSE ENOUGH
1485,troll_1419.jpg,NARI MUNJILA MULICHA ADHISHITAMMAM.... PUANI KURUKKA PONAL ABASAGUNAMAM.... EPPADI SOLLITTU VEETULA NARIYAI VALAKKAMA... PUNAIYAI VALARKURANGA.... EDHA SONNA... THIMIRA PESURANENU SOLVANGA.....!!
1486,troll_142.jpg,#10YEARS CHALLENGE BE LIKE  INDHA PHOTO IPO PUDICHADHU ANDHA PHOTO 10 VARUSHAM MUNNA PUDICHADHU
1487,troll_1420.jpg,LOOK SON AAMBALA VISHAL
1488,troll_1421.jpg,INDIAVIL ULLA KUTTANIGALILE THALAISERANDHADHU ENGAL KUTTANI - EPS  ADHU ENNAVO UNAMAIDHAN.. UNGA ALAVUKKU YAARALUM VALIURUTHAVUM MUDIYADHU.. ALUTHAM KODUKKAVUM MUDIYADHU.!
1489,troll_1422.jpg,ADEI EDHA EPPADA SETHANGA MANA NOI LISTLA..
1490,troll_1423.jpg,SHOOTING SPOTLA LOKESHKU DIMIKKI KUDUTHUTTU YAARUKKUM THERIYAMMA MATCH PAKKAVADA VANDHUERUKKA PULIVENTHAN DRAGON..!!
1491,troll_1424.jpg,NO COMMENTS
1492,troll_1425.jpg,WHEN STAFF TELLS US TO SOLVE PROBLEM ON BOARD *FIRST BENCHERS: FAST AH SOLVE PANNANUM!  *MIDDLE BENCHERS : EPADIYACHUM SOLVE PANNANUM ! *BACK BENCHERS : IPO NAAN VELIYA PAGANUM..AVLODHAANA!...POIDRAN
1493,troll_1426.jpg,MUNDRUMURAI MUDHALVARAHA IRUNDHAVAR COUNCILOR AAGA KUDA THUPILATHA ORUTHAR KAIYAPUDICHU THONGURANNA ANDHA ADIMAITHANAM DHAN EVVALAVU KEVALAMANADHU
1494,troll_1427.jpg,*MY FRND : MACHA SATHIYAMA EPDI SEM LA PASS PANNENU THERILA DA... *ME : ITHEY DIALOGUE AH INNU ETHANA SEM KU DA SOLLUVA
1495,troll_1428.jpg,"RUSSELL WITH WIFE... SAKKARA PAONGALUKKU ""VADA CURRY"" AH??? ILLA PANNI CURRY, AVANGALEY SANDHOSOMA IRUKAANGA UNGALUKKU YEN DA VAYIRU YERIYUDHU"
1496,troll_1429.jpg,AFTER WAATCHING THIS SCENE  *SINGLES : NAMBALUM IPADI SENTIMENT AH PESI COMMIT AGIRA VENDITHAAN
1497,troll_143.jpg,WHATS YOUR AMBITION IT DEPENDS ON THE LAST MOVIE THAT I WATCHED
1498,troll_1430.jpg,THALAPATHI .... COPY; AH DA
1499,troll_1431.jpg,THESIYA GIDHAM THEATERKALIL OLIPARAPPUM BODHU KAN THERIYADHAVARGAL YELUNDHU NIRKKA AVASIYAMILLAI - MATHIYAARASU... *INDIANS : KANNU THERIYADHAVAN EN THEATERKU VARAANU IVANGA KITTA EPPADI SOLVEN.
1550,troll_1479.jpg,thalina yennane theriyadhu aana anne kavidhaiya paduvapula
1551,troll_148.jpg,~Morning wake up scenario... Mani 6 dhan agudha.. innum konja thunguvom... after 5 mins sleep
1552,troll_1480.jpg,"Antha Amma Uyiroda Irukurapave Evanum Niminthu Mugatha Paathathu Kedaiyathu, Ipo Annanthu Vaanathula Irukura Ammava Paathu Aatchi Panranungalam"
1553,troll_1481.jpg,thamizhagathil  BJP PERIYA ALAVIL VETRI PERUM ENA NAMBUGIREN - MODI ...  POTTIYEDURADHE 5 THOGIDHI.. ADHUVUM VARA VAIPPU ILLAI.. EDHULA ENGA PERIYA ALAVIL VETRI VARADHU.!
1554,troll_1482.jpg,THAT MOMENT : MACHI U PASSED IN ALL SUBJECTS!!!
1555,troll_1483.jpg,VARAVU ENBADHU  KANIR POLA ORE EDAHDULA DHAN VARUDHU...  SELAVU ENBADHU VEYARVAI POLA YENGIRNTHELLAMMO VARUTHU...
1556,troll_1484.jpg,THERE IS ONE BOY IN EVERY GANG WHO ALWAYS TAKES A SNAPS OF MATTER AND UPLOADS IT ON FACEBOOK
1557,troll_1485.jpg,*SARAVANA STORES OWNER : EVLO KAASU VENALUM  KUDUKRENU SOLTAN PAA... AAANA ORUTHAR KOODA ENKOODA NADIKAMATRAANGA PA...
1558,troll_1486.jpg,VELAI SEIYAVILLAI YENDRAL... UDANE ADI VANGUM ADIMAI... TV REMOTE..
1559,troll_1487.jpg,I M A US SHIFT EMPLOYEE... APDINA???..  HMM WELL EPDI SOLRADHU.. NIGHT LA THAN VELAIKU POVEN...    ADA..NIGHT WATCHMAN NU SOLUNGA
1560,troll_1488.jpg,*ME : IVANGALAE 'HI' NU CONVERSATION START PANUVANGALAM APROM NAMMA CONVO VA DEVELOP PANNA 'HMM' NU SOLLI GAANDU YETHUVANGALAM
1561,troll_1489.jpg,NDIAN'S KEEPER PERFORMANCE...  DHONI ... RISHABH PANT
